id,frame,x,y
47,26,90,172
48,26,67,217
49,26,67,210
50,26,71,206
51,26,73,207
52,26,77,206
53,26,83,208
54,26,89,215
55,26,84,219
56,26,78,221
57,26,75,221
58,26,72,222
59,26,68,220
60,26,69,216
61,26,71,211
62,26,74,211
63,26,77,211
64,26,86,214
65,26,78,215
66,26,74,216
67,26,71,216
0,27,54,184
1,27,53,193
2,27,54,202
3,27,56,211
4,27,57,221
5,27,58,230
6,27,62,238
7,27,69,244
8,27,78,246
9,27,89,244
10,27,100,241
11,27,110,235
12,27,119,228
13,27,125,218
14,27,129,207
15,27,130,194
16,27,131,181
17,27,50,166
18,27,51,159
19,27,55,154
20,27,61,154
21,27,66,156
22,27,79,155
23,27,86,151
24,27,94,150
25,27,103,154
26,27,109,162
27,27,72,167
28,27,71,173
29,27,70,179
30,27,69,185
31,27,67,196
32,27,69,196
33,27,72,197
34,27,76,195
35,27,80,194
36,27,56,174
37,27,58,170
38,27,62,170
39,27,66,172
40,27,62,173
41,27,58,174
42,27,88,171
43,27,91,168
44,27,96,168
45,27,101,170
46,27,96,171
47,27,92,171
48,27,67,219
49,27,67,212
50,27,70,208
51,27,73,208
52,27,76,207
53,27,81,209
54,27,88,216
55,27,83,219
56,27,78,220
57,27,74,221
58,27,71,222
59,27,68,221
60,27,69,218
61,27,71,213
62,27,74,213
63,27,77,212
64,27,85,215
65,27,77,215
66,27,74,215
67,27,71,216
0,28,53,180
1,28,53,190
2,28,54,199
3,28,55,209
4,28,56,219
5,28,57,229
6,28,61,238
7,28,68,243
8,28,78,246
9,28,89,244
10,28,101,240
11,28,111,234
12,28,119,225
13,28,124,215
14,28,126,203
15,28,128,190
16,28,128,177
17,28,50,163
18,28,51,157
19,28,55,153
20,28,61,152
21,28,66,155
22,28,78,154
23,28,85,150
24,28,94,149
25,28,102,153
26,28,108,160
27,28,72,166
28,28,71,173
29,28,70,179
30,28,69,186
31,28,67,196
32,28,69,197
33,28,72,197
34,28,76,196
35,28,80,194
36,28,56,173
37,28,58,169
38,28,62,169
39,28,66,171
40,28,62,172
41,28,58,173
42,28,87,170
43,28,91,168
44,28,96,168
45,28,100,170
46,28,95,171
47,28,91,171
48,28,66,219
49,28,66,212
50,28,70,208
51,28,73,208
52,28,76,207
53,28,81,209
54,28,88,215
55,28,83,219
56,28,78,221
57,28,75,222
58,28,71,222
59,28,67,222
60,28,68,218
61,28,70,214
62,28,74,213
63,28,77,213
64,28,85,215
65,28,77,215
66,28,74,216
67,28,71,216
0,29,53,181
1,29,53,190
2,29,54,200
3,29,55,210
4,29,56,220
5,29,58,230
6,29,62,239
7,29,69,246
8,29,78,248
9,29,90,247
10,29,101,242
11,29,111,235
12,29,119,226
13,29,124,216
14,29,126,204
15,29,128,191
16,29,128,178
17,29,50,165
18,29,50,158
19,29,55,154
20,29,60,153
21,29,66,156
22,29,78,154
23,29,85,150
24,29,94,150
25,29,102,153
26,29,107,161
27,29,72,167
28,29,72,173
29,29,71,180
30,29,70,186
31,29,67,196
32,29,69,197
33,29,73,198
34,29,76,196
35,29,80,194
36,29,56,173
37,29,58,170
38,29,62,169
39,29,66,171
40,29,62,173
41,29,58,173
42,29,87,171
43,29,91,168
44,29,95,168
45,29,100,170
46,29,95,171
47,29,91,171
48,29,67,220
49,29,66,212
50,29,70,208
51,29,73,209
52,29,77,207
53,29,82,210
54,29,89,216
55,29,83,220
56,29,79,222
57,29,75,223
58,29,71,223
59,29,68,222
60,29,69,218
61,29,70,214
62,29,74,214
63,29,77,213
64,29,85,216
65,29,78,216
66,29,74,217
67,29,71,217
0,30,53,188
1,30,53,197
2,30,54,206
3,30,55,216
4,30,57,226
5,30,60,235
6,30,64,243
7,30,71,248
8,30,81,249
9,30,92,247
10,30,103,242
11,30,112,236
12,30,120,228
13,30,125,218
14,30,129,206
15,30,130,194
16,30,130,181
17,30,50,168
18,30,50,161
19,30,55,157
20,30,61,156
21,30,66,157
22,30,78,155
23,30,85,150
24,30,94,150
25,30,102,154
26,30,108,161
27,30,73,168
28,30,72,174
29,30,71,180
30,30,70,187
31,30,68,197
32,30,70,198
33,30,73,198
34,30,77,197
35,30,81,195
36,30,56,176
37,30,58,171
38,30,62,170
39,30,67,173
40,30,63,174
41,30,59,175
42,30,88,171
43,30,91,168
44,30,96,168
45,30,100,170
46,30,96,171
47,30,92,171
48,30,68,222
49,30,67,214
50,30,71,209
51,30,74,210
52,30,77,208
53,30,83,211
54,30,89,217
55,30,84,221
56,30,79,223
57,30,76,224
58,30,73,224
59,30,69,224
60,30,70,220
61,30,72,215
62,30,75,214
63,30,78,214
64,30,86,216
65,30,78,217
66,30,75,218
67,30,72,218
0,31,51,184
1,31,52,193
2,31,53,203
3,31,55,213
4,31,56,223
5,31,59,233
6,31,63,241
7,31,70,247
8,31,80,248
9,31,92,246
10,31,103,241
11,31,112,234
12,31,120,225
13,31,125,215
14,31,127,203
15,31,128,191
16,31,129,178
17,31,49,167
18,31,50,159
19,31,54,155
20,31,60,155
21,31,66,157
22,31,78,155
23,31,85,150
24,31,93,149
25,31,101,153
26,31,107,160
27,31,72,167
28,31,72,173
29,31,71,180
30,31,70,186
31,31,68,196
32,31,70,197
33,31,73,197
34,31,77,196
35,31,80,195
36,31,55,175
37,31,57,171
38,31,61,170
39,31,66,172
40,31,62,173
41,31,58,174
42,31,87,171
43,31,90,168
44,31,95,168
45,31,99,170
46,31,95,171
47,31,91,171
48,31,68,220
49,31,67,213
50,31,71,208
51,31,74,209
52,31,77,207
53,31,83,210
54,31,89,217
55,31,84,221
56,31,79,223
57,31,75,224
58,31,72,224
59,31,68,223
60,31,70,219
61,31,71,214
62,31,75,213
63,31,78,213
64,31,86,216
65,31,78,217
66,31,75,218
67,31,72,218
0,32,51,183
1,32,51,192
2,32,52,202
3,32,54,213
4,32,55,224
5,32,58,234
6,32,63,243
7,32,71,248
8,32,80,250
9,32,91,248
10,32,102,244
11,32,112,237
12,32,120,228
13,32,126,218
14,32,130,205
15,32,131,192
16,32,132,178
17,32,49,167
18,32,49,160
19,32,54,156
20,32,60,156
21,32,66,158
22,32,77,156
23,32,84,152
24,32,93,151
25,32,101,154
26,32,108,161
27,32,72,169
28,32,71,176
29,32,70,182
30,32,69,189
31,32,66,199
32,32,69,200
33,32,72,200
34,32,76,199
35,32,80,197
36,32,54,175
37,32,57,171
38,32,61,170
39,32,65,173
40,32,61,174
41,32,57,175
42,32,87,172
43,32,91,169
44,32,96,168
45,32,101,171
46,32,96,172
47,32,91,172
48,32,67,223
49,32,67,216
50,32,70,212
51,32,73,212
52,32,76,211
53,32,82,213
54,32,88,220
55,32,83,224
56,32,78,226
57,32,75,227
58,32,72,227
59,32,68,226
60,32,69,222
61,32,71,217
62,32,74,217
63,32,77,216
64,32,85,219
65,32,77,220
66,32,74,221
67,32,71,221
0,33,50,184
1,33,51,194
2,33,52,204
3,33,54,214
4,33,56,224
5,33,59,235
6,33,64,243
7,33,72,248
8,33,82,250
9,33,92,248
10,33,104,243
11,33,114,236
12,33,122,227
13,33,128,216
14,33,132,204
15,33,132,191
16,33,132,177
17,33,48,169
18,33,48,162
19,33,53,158
20,33,60,157
21,33,65,160
22,33,76,157
23,33,83,152
24,33,92,151
25,33,101,154
26,33,108,161
27,33,71,170
28,33,71,176
29,33,70,182
30,33,69,189
31,33,67,200
32,33,69,200
33,33,72,200
34,33,76,199
35,33,80,197
36,33,54,176
37,33,56,172
38,33,61,171
39,33,65,174
40,33,61,175
41,33,57,176
42,33,87,172
43,33,91,169
44,33,96,169
45,33,101,171
46,33,96,172
47,33,91,172
48,33,67,223
49,33,67,216
50,33,70,212
51,33,73,212
52,33,76,211
53,33,82,213
54,33,89,219
55,33,84,224
56,33,79,226
57,33,75,227
58,33,72,228
59,33,68,227
60,33,69,222
61,33,71,217
62,33,74,216
63,33,77,216
64,33,85,219
65,33,78,221
66,33,74,221
67,33,71,222
0,34,51,186
1,34,51,195
2,34,53,205
3,34,54,214
4,34,56,225
5,34,59,235
6,34,64,243
7,34,71,248
8,34,81,250
9,34,92,248
10,34,103,243
11,34,113,236
12,34,121,227
13,34,128,217
14,34,132,205
15,34,133,192
16,34,133,179
17,34,48,166
18,34,49,159
19,34,53,155
20,34,59,155
21,34,64,158
22,34,76,156
23,34,84,151
24,34,93,151
25,34,101,154
26,34,108,161
27,34,71,168
28,34,70,175
29,34,69,181
30,34,68,188
31,34,66,199
32,34,69,199
33,34,72,200
34,34,76,198
35,34,80,197
36,34,54,175
37,34,56,170
38,34,61,170
39,34,65,173
40,34,61,174
41,34,57,175
42,34,86,172
43,34,90,168
44,34,95,168
45,34,100,171
46,34,95,172
47,34,91,172
48,34,66,223
49,34,66,215
50,34,70,211
51,34,73,211
52,34,76,209
53,34,82,212
54,34,89,219
55,34,84,223
56,34,78,226
57,34,75,227
58,34,71,227
59,34,67,226
60,34,68,222
61,34,70,216
62,34,74,216
63,34,77,215
64,34,86,218
65,34,77,219
66,34,74,220
67,34,71,221
0,35,51,186
1,35,51,196
2,35,53,205
3,35,55,215
4,35,57,225
5,35,59,235
6,35,64,244
7,35,72,249
8,35,81,250
9,35,93,248
10,35,103,243
11,35,113,236
12,35,120,227
13,35,125,216
14,35,127,205
15,35,129,192
16,35,129,179
17,35,47,168
18,35,48,160
19,35,52,156
20,35,58,156
21,35,64,158
22,35,78,156
23,35,85,152
24,35,94,151
25,35,102,154
26,35,108,161
27,35,72,168
28,35,71,175
29,35,70,182
30,35,70,189
31,35,68,199
32,35,70,200
33,35,73,200
34,35,76,198
35,35,80,197
36,35,54,176
37,35,56,171
38,35,61,170
39,35,65,173
40,35,61,175
41,35,57,176
42,35,87,172
43,35,91,168
44,35,96,168
45,35,101,170
46,35,97,172
47,35,91,172
48,35,67,224
49,35,67,217
50,35,71,212
51,35,74,212
52,35,77,211
53,35,83,213
54,35,89,219
55,35,85,223
56,35,80,226
57,35,76,227
58,35,73,227
59,35,68,227
60,35,69,223
61,35,72,217
62,35,75,217
63,35,78,216
64,35,86,219
65,35,78,220
66,35,75,221
67,35,72,221
0,36,51,185
1,36,52,195
2,36,54,205
3,36,55,215
4,36,57,225
5,36,59,235
6,36,64,244
7,36,71,249
8,36,81,251
9,36,92,248
10,36,103,243
11,36,113,236
12,36,120,227
13,36,125,217
14,36,128,205
15,36,129,192
16,36,130,179
17,36,48,167
18,36,49,159
19,36,53,155
20,36,59,155
21,36,64,157
22,36,78,155
23,36,85,151
24,36,94,151
25,36,102,154
26,36,108,161
27,36,72,168
28,36,71,175
29,36,70,181
30,36,70,188
31,36,68,199
32,36,70,200
33,36,73,200
34,36,77,198
35,36,81,197
36,36,54,175
37,36,56,171
38,36,61,170
39,36,65,173
40,36,61,175
41,36,57,176
42,36,87,172
43,36,91,168
44,36,96,168
45,36,101,171
46,36,97,172
47,36,92,172
48,36,67,224
49,36,67,217
50,36,71,212
51,36,74,212
52,36,77,211
53,36,83,213
54,36,89,219
55,36,84,223
56,36,79,225
57,36,76,226
58,36,72,227
59,36,68,227
60,36,69,223
61,36,72,218
62,36,75,217
63,36,78,216
64,36,86,219
65,36,78,220
66,36,75,221
67,36,72,221
0,37,51,188
1,37,51,197
2,37,53,207
3,37,54,216
4,37,56,226
5,37,59,236
6,37,64,243
7,37,72,248
8,37,81,249
9,37,92,247
10,37,104,242
11,37,113,236
12,37,121,227
13,37,126,217
14,37,129,206
15,37,130,193
16,37,130,180
17,37,48,170
18,37,49,162
19,37,54,158
20,37,60,157
21,37,66,159
22,37,78,156
23,37,85,151
24,37,94,150
25,37,102,154
26,37,108,161
27,37,72,169
28,37,72,175
29,37,71,181
30,37,70,187
31,37,68,199
32,37,71,199
33,37,74,199
34,37,77,198
35,37,81,196
36,37,55,177
37,37,57,172
38,37,62,171
39,37,66,174
40,37,62,176
41,37,58,177
42,37,87,172
43,37,91,168
44,37,96,168
45,37,101,171
46,37,96,172
47,37,92,172
48,37,68,224
49,37,68,216
50,37,72,211
51,37,74,211
52,37,77,210
53,37,83,212
54,37,89,219
55,37,84,222
56,37,79,224
57,37,76,225
58,37,73,226
59,37,69,226
60,37,70,222
61,37,72,217
62,37,75,216
63,37,78,215
64,37,86,218
65,37,78,218
66,37,75,219
67,37,73,220
0,38,52,183
1,38,52,192
2,38,53,202
3,38,54,212
4,38,55,222
5,38,57,231
6,38,62,239
7,38,69,245
8,38,79,247
9,38,91,246
10,38,102,241
11,38,112,235
12,38,120,226
13,38,124,215
14,38,126,203
15,38,126,190
16,38,127,177
17,38,48,168
18,38,49,161
19,38,54,157
20,38,60,157
21,38,66,159
22,38,78,157
23,38,85,152
24,38,93,152
25,38,101,155
26,38,107,163
27,38,72,170
28,38,71,175
29,38,70,181
30,38,70,187
31,38,67,197
32,38,69,198
33,38,73,199
34,38,77,197
35,38,80,196
36,38,55,175
37,38,58,171
38,38,62,171
39,38,67,174
40,38,62,175
41,38,58,175
42,38,85,173
43,38,89,169
44,38,94,169
45,38,99,172
46,38,94,173
47,38,90,173
48,38,67,221
49,38,67,213
50,38,70,209
51,38,73,210
52,38,77,209
53,38,82,212
54,38,89,218
55,38,84,223
56,38,79,224
57,38,75,225
58,38,71,225
59,38,68,224
60,38,69,220
61,38,71,215
62,38,74,214
63,38,77,214
64,38,86,218
65,38,78,219
66,38,74,219
67,38,71,219
0,39,50,185
1,39,51,194
2,39,52,204
3,39,53,213
4,39,54,223
5,39,56,232
6,39,61,240
7,39,68,245
8,39,78,247
9,39,90,245
10,39,101,241
11,39,110,234
12,39,118,226
13,39,123,215
14,39,124,203
15,39,125,190
16,39,125,177
17,39,47,170
18,39,48,163
19,39,53,159
20,39,59,158
21,39,65,159
22,39,77,157
23,39,84,153
24,39,92,152
25,39,100,156
26,39,106,163
27,39,71,170
28,39,70,176
29,39,69,181
30,39,69,187
31,39,66,197
32,39,69,198
33,39,72,199
34,39,76,197
35,39,79,196
36,39,54,177
37,39,56,173
38,39,61,172
39,39,66,175
40,39,61,176
41,39,57,177
42,39,85,173
43,39,89,169
44,39,94,169
45,39,98,172
46,39,94,173
47,39,89,173
48,39,66,221
49,39,66,214
50,39,70,210
51,39,72,210
52,39,75,209
53,39,81,212
54,39,88,218
55,39,82,222
56,39,77,224
57,39,74,225
58,39,71,225
59,39,67,224
60,39,68,220
61,39,70,215
62,39,73,215
63,39,76,214
64,39,85,218
65,39,76,218
66,39,73,219
67,39,70,219
0,40,51,186
1,40,51,195
2,40,52,204
3,40,53,213
4,40,54,223
5,40,56,232
6,40,60,239
7,40,67,245
8,40,78,247
9,40,89,245
10,40,100,241
11,40,110,236
12,40,118,227
13,40,122,217
14,40,124,205
15,40,125,192
16,40,126,179
17,40,48,170
18,40,49,162
19,40,53,158
20,40,59,157
21,40,65,159
22,40,77,156
23,40,84,152
24,40,93,152
25,40,101,156
26,40,106,163
27,40,71,170
28,40,70,176
29,40,69,181
30,40,68,187
31,40,66,198
32,40,69,198
33,40,72,199
34,40,75,197
35,40,79,196
36,40,54,177
37,40,57,172
38,40,61,172
39,40,66,175
40,40,62,176
41,40,57,177
42,40,85,173
43,40,89,169
44,40,94,169
45,40,99,172
46,40,94,173
47,40,89,173
48,40,66,221
49,40,66,214
50,40,69,209
51,40,72,210
52,40,75,209
53,40,81,212
54,40,88,219
55,40,82,222
56,40,77,224
57,40,74,225
58,40,71,225
59,40,67,224
60,40,68,220
61,40,70,215
62,40,73,215
63,40,76,214
64,40,85,218
65,40,76,218
66,40,73,219
67,40,70,219
0,41,51,185
1,41,51,194
2,41,52,203
3,41,53,212
4,41,54,222
5,41,56,231
6,41,61,238
7,41,68,244
8,41,78,246
9,41,89,244
10,41,100,240
11,41,110,234
12,41,117,225
13,41,122,215
14,41,124,203
15,41,124,190
16,41,125,177
17,41,47,170
18,41,48,162
19,41,53,158
20,41,59,157
21,41,65,159
22,41,75,156
23,41,83,152
24,41,92,152
25,41,100,155
26,41,105,163
27,41,70,169
28,41,70,175
29,41,69,180
30,41,68,186
31,41,65,196
32,41,68,197
33,41,71,198
34,41,75,196
35,41,79,195
36,41,54,177
37,41,56,172
38,41,61,171
39,41,65,174
40,41,61,176
41,41,57,177
42,41,84,172
43,41,88,169
44,41,93,169
45,41,98,171
46,41,93,173
47,41,89,173
48,41,66,220
49,41,65,213
50,41,69,209
51,41,72,209
52,41,75,208
53,41,81,211
54,41,87,217
55,41,82,221
56,41,77,223
57,41,73,224
58,41,70,224
59,41,66,223
60,41,68,219
61,41,69,214
62,41,72,213
63,41,75,213
64,41,84,217
65,41,76,217
66,41,72,218
67,41,70,218
0,42,51,185
1,42,51,194
2,42,52,203
3,42,52,212
4,42,53,222
5,42,56,231
6,42,60,238
7,42,67,243
8,42,77,245
9,42,88,243
10,42,99,239
11,42,109,233
12,42,118,225
13,42,122,215
14,42,124,203
15,42,125,190
16,42,126,177
17,42,47,170
18,42,48,163
19,42,53,159
20,42,59,157
21,42,65,159
22,42,77,157
23,42,84,152
24,42,93,152
25,42,101,155
26,42,106,162
27,42,71,170
28,42,70,175
29,42,69,180
30,42,68,185
31,42,65,196
32,42,68,197
33,42,71,197
34,42,75,196
35,42,79,194
36,42,54,177
37,42,57,173
38,42,61,172
39,42,66,175
40,42,62,176
41,42,57,177
42,42,84,172
43,42,88,168
44,42,94,168
45,42,98,171
46,42,94,172
47,42,89,172
48,42,66,219
49,42,65,212
50,42,69,208
51,42,72,208
52,42,75,207
53,42,81,210
54,42,87,217
55,42,82,221
56,42,77,222
57,42,73,223
58,42,70,223
59,42,66,223
60,42,68,218
61,42,70,213
62,42,72,212
63,42,75,212
64,42,84,216
65,42,76,217
66,42,72,218
67,42,70,218
0,43,51,184
1,43,51,192
2,43,52,202
3,43,52,211
4,43,53,221
5,43,56,230
6,43,60,238
7,43,67,243
8,43,78,245
9,43,89,243
10,43,100,239
11,43,109,234
12,43,117,226
13,43,122,215
14,43,123,203
15,43,124,191
16,43,125,178
17,43,48,169
18,43,49,162
19,43,53,158
20,43,59,157
21,43,65,159
22,43,77,156
23,43,84,152
24,43,93,152
25,43,101,155
26,43,106,162
27,43,71,169
28,43,70,175
29,43,69,180
30,43,68,186
31,43,66,196
32,43,68,197
33,43,71,197
34,43,74,196
35,43,78,195
36,43,54,176
37,43,57,172
38,43,61,171
39,43,66,174
40,43,62,175
41,43,57,176
42,43,84,172
43,43,89,168
44,43,94,168
45,43,98,171
46,43,94,172
47,43,89,172
48,43,66,219
49,43,66,211
50,43,69,207
51,43,72,208
52,43,75,207
53,43,80,210
54,43,87,217
55,43,82,221
56,43,77,222
57,43,73,222
58,43,70,222
59,43,67,222
60,43,68,218
61,43,69,213
62,43,72,212
63,43,75,212
64,43,84,216
65,43,76,217
66,43,73,217
67,43,70,217
0,44,52,184
1,44,52,193
2,44,52,202
3,44,53,211
4,44,54,221
5,44,56,230
6,44,61,238
7,44,68,243
8,44,78,245
9,44,89,244
10,44,100,239
11,44,110,233
12,44,118,225
13,44,122,215
14,44,124,203
15,44,125,191
16,44,125,178
17,44,48,169
18,44,49,162
19,44,53,158
20,44,59,157
21,44,65,159
22,44,77,156
23,44,84,152
24,44,92,152
25,44,100,155
26,44,106,162
27,44,71,169
28,44,70,174
29,44,69,180
30,44,68,186
31,44,66,196
32,44,68,197
33,44,71,197
34,44,75,196
35,44,79,194
36,44,55,175
37,44,57,171
38,44,61,171
39,44,66,174
40,44,62,175
41,44,58,176
42,44,85,172
43,44,89,168
44,44,93,168
45,44,98,171
46,44,94,172
47,44,89,172
48,44,66,219
49,44,66,211
50,44,69,208
51,44,72,208
52,44,75,207
53,44,81,210
54,44,88,216
55,44,82,221
56,44,77,222
57,44,73,223
58,44,70,223
59,44,67,222
60,44,68,217
61,44,70,213
62,44,72,212
63,44,75,212
64,44,85,216
65,44,76,217
66,44,73,217
67,44,70,217
0,45,52,184
1,45,52,194
2,45,53,204
3,45,55,214
4,45,56,224
5,45,59,233
6,45,63,241
7,45,70,246
8,45,80,246
9,45,91,244
10,45,103,240
11,45,113,234
12,45,121,226
13,45,127,217
14,45,131,206
15,45,132,193
16,45,132,181
17,45,49,167
18,45,50,159
19,45,54,154
20,45,60,153
21,45,66,156
22,45,79,154
23,45,86,150
24,45,95,149
25,45,103,153
26,45,109,160
27,45,73,167
28,45,72,173
29,45,71,178
30,45,70,184
31,45,68,196
32,45,70,196
33,45,73,197
34,45,77,195
35,45,81,193
36,45,56,174
37,45,58,170
38,45,62,169
39,45,67,172
40,45,62,173
41,45,58,174
42,45,88,170
43,45,91,167
44,45,96,167
45,45,101,170
46,45,96,171
47,45,92,170
48,45,67,221
49,45,67,213
50,45,71,208
51,45,74,208
52,45,77,206
53,45,82,209
54,45,88,216
55,45,83,219
56,45,79,220
57,45,76,221
58,45,72,222
59,45,68,223
60,45,69,219
61,45,72,214
62,45,75,213
63,45,77,213
64,45,85,215
65,45,78,215
66,45,75,216
67,45,72,216
0,46,52,185
1,46,52,194
2,46,53,203
3,46,55,213
4,46,56,222
5,46,58,231
6,46,62,239
7,46,69,244
8,46,79,246
9,46,90,244
10,46,101,240
11,46,111,234
12,46,119,227
13,46,124,217
14,46,126,206
15,46,127,194
16,46,127,182
17,46,50,167
18,46,50,159
19,46,54,154
20,46,60,153
21,46,66,155
22,46,79,154
23,46,86,150
24,46,94,150
25,46,102,154
26,46,107,162
27,46,72,167
28,46,72,173
29,46,71,178
30,46,70,184
31,46,68,195
32,46,70,196
33,46,73,197
34,46,77,195
35,46,81,194
36,46,56,174
37,46,58,170
38,46,62,169
39,46,67,172
40,46,63,173
41,46,59,174
42,46,87,171
43,46,90,168
44,46,95,168
45,46,100,171
46,46,95,171
47,46,91,171
48,46,67,220
49,46,67,212
50,46,71,208
51,46,74,208
52,46,77,207
53,46,82,210
54,46,88,216
55,46,83,219
56,46,79,220
57,46,75,221
58,46,72,222
59,46,68,222
60,46,69,218
61,46,71,214
62,46,74,213
63,46,77,213
64,46,85,216
65,46,78,215
66,46,75,215
67,46,72,216
0,47,53,185
1,47,52,194
2,47,53,203
3,47,54,212
4,47,55,222
5,47,57,231
6,47,61,239
7,47,68,243
8,47,78,245
9,47,89,244
10,47,101,241
11,47,110,235
12,47,119,227
13,47,123,217
14,47,126,206
15,47,128,194
16,47,128,182
17,47,50,167
18,47,50,159
19,47,55,155
20,47,61,154
21,47,67,156
22,47,78,154
23,47,86,150
24,47,95,150
25,47,103,154
26,47,108,162
27,47,73,166
28,47,72,172
29,47,71,178
30,47,70,183
31,47,68,195
32,47,70,195
33,47,73,196
34,47,76,194
35,47,80,193
36,47,56,174
37,47,59,170
38,47,63,169
39,47,67,172
40,47,63,173
41,47,59,174
42,47,87,170
43,47,91,167
44,47,96,167
45,47,100,170
46,47,96,171
47,47,91,171
48,47,67,220
49,47,67,212
50,47,70,208
51,47,73,208
52,47,76,206
53,47,82,210
54,47,88,216
55,47,83,219
56,47,78,220
57,47,75,221
58,47,72,221
59,47,68,221
60,47,69,219
61,47,71,213
62,47,74,213
63,47,77,212
64,47,85,216
65,47,78,215
66,47,74,215
67,47,71,215
0,48,55,181
1,48,54,190
2,48,55,199
3,48,55,208
4,48,56,218
5,48,58,228
6,48,62,236
7,48,69,243
8,48,79,245
9,48,91,243
10,48,102,238
11,48,112,233
12,48,121,225
13,48,125,215
14,48,127,203
15,48,127,191
16,48,128,178
17,48,52,166
18,48,53,159
19,48,58,156
20,48,64,155
21,48,69,157
22,48,81,155
23,48,88,152
24,48,96,152
25,48,104,155
26,48,109,162
27,48,75,168
28,48,74,173
29,48,73,178
30,48,72,184
31,48,69,194
32,48,71,195
33,48,74,195
34,48,78,194
35,48,82,193
36,48,58,174
37,48,61,170
38,48,65,169
39,48,69,172
40,48,65,173
41,48,61,174
42,48,88,171
43,48,92,168
44,48,96,168
45,48,101,171
46,48,97,172
47,48,92,171
48,48,68,217
49,48,69,210
50,48,72,206
51,48,75,207
52,48,78,206
53,48,84,209
54,48,90,215
55,48,85,219
56,48,80,221
57,48,76,221
58,48,73,222
59,48,69,221
60,48,70,216
61,48,73,211
62,48,75,211
63,48,78,211
64,48,88,215
65,48,79,216
66,48,76,216
67,48,73,216
0,49,55,177
1,49,55,186
2,49,56,196
3,49,57,205
4,49,58,216
5,49,60,225
6,49,65,234
7,49,71,241
8,49,81,243
9,49,93,241
10,49,104,236
11,49,114,230
12,49,123,222
13,49,127,212
14,49,129,201
15,49,129,189
16,49,129,177
17,49,54,160
18,49,55,154
19,49,60,151
20,49,65,151
21,49,70,154
22,49,83,152
23,49,90,149
24,49,98,148
25,49,105,151
26,49,110,158
27,49,77,165
28,49,76,171
29,49,75,176
30,49,74,182
31,49,71,192
32,49,74,193
33,49,77,193
34,49,80,192
35,49,84,191
36,49,60,170
37,49,62,166
38,49,66,166
39,49,70,168
40,49,66,169
41,49,62,170
42,49,90,168
43,49,94,166
44,49,98,166
45,49,103,168
46,49,98,169
47,49,94,169
48,49,70,215
49,49,70,207
50,49,74,203
51,49,77,204
52,49,80,203
53,49,86,206
54,49,91,213
55,49,87,216
56,49,82,218
57,49,78,218
58,49,75,219
59,49,71,217
60,49,72,213
61,49,74,209
62,49,77,209
63,49,80,209
64,49,88,212
65,49,81,212
66,49,78,213
67,49,75,212
0,50,56,179
1,50,55,188
2,50,56,198
3,50,58,207
4,50,58,218
5,50,60,228
6,50,64,237
7,50,71,243
8,50,81,245
9,50,92,244
10,50,104,240
11,50,114,234
12,50,122,226
13,50,127,217
14,50,129,205
15,50,130,193
16,50,131,181
17,50,55,160
18,50,57,153
19,50,61,150
20,50,67,150
21,50,72,153
22,50,84,152
23,50,91,148
24,50,99,149
25,50,106,153
26,50,111,160
27,50,78,165
28,50,77,170
29,50,76,176
30,50,75,182
31,50,72,193
32,50,74,193
33,50,77,194
34,50,81,193
35,50,85,192
36,50,61,169
37,50,63,166
38,50,67,166
39,50,71,169
40,50,67,169
41,50,63,170
42,50,91,169
43,50,95,166
44,50,99,167
45,50,104,170
46,50,99,170
47,50,95,170
48,50,70,216
49,50,70,208
50,50,74,204
51,50,77,205
52,50,80,204
53,50,85,207
54,50,92,215
55,50,86,218
56,50,82,219
57,50,78,219
58,50,75,219
59,50,71,219
60,50,72,215
61,50,74,211
62,50,77,211
63,50,80,211
64,50,88,214
65,50,81,213
66,50,78,213
67,50,75,213
0,51,57,186
1,51,57,195
2,51,57,204
3,51,58,214
4,51,59,223
5,51,61,232
6,51,66,239
7,51,73,244
8,51,83,244
9,51,95,243
10,51,106,238
11,51,116,233
12,51,124,225
13,51,128,216
14,51,129,204
15,51,130,193
16,51,130,182
17,51,57,170
18,51,58,163
19,51,63,159
20,51,69,157
21,51,74,159
22,51,85,156
23,51,91,152
24,51,99,151
25,51,107,155
26,51,112,162
27,51,78,170
28,51,77,174
29,51,76,177
30,51,75,181
31,51,73,194
32,51,75,194
33,51,78,194
34,51,82,193
35,51,86,192
36,51,62,179
37,51,65,175
38,51,69,173
39,51,74,175
40,51,70,177
41,51,66,179
42,51,91,172
43,51,95,169
44,51,100,169
45,51,104,171
46,51,100,173
47,51,95,173
48,51,72,219
49,51,72,211
50,51,75,206
51,51,78,206
52,51,81,204
53,51,86,208
54,51,92,215
55,51,87,218
56,51,83,219
57,51,80,220
58,51,77,220
59,51,73,221
60,51,74,218
61,51,76,212
62,51,79,211
63,51,81,211
64,51,89,215
65,51,82,214
66,51,79,214
67,51,76,215
0,52,58,186
1,52,57,195
2,52,57,205
3,52,58,214
4,52,59,224
5,52,62,233
6,52,66,240
7,52,74,244
8,52,84,245
9,52,96,243
10,52,107,239
11,52,117,233
12,52,125,226
13,52,128,216
14,52,129,205
15,52,130,194
16,52,130,182
17,52,58,171
18,52,58,163
19,52,63,159
20,52,69,157
21,52,75,159
22,52,85,156
23,52,92,152
24,52,100,152
25,52,108,155
26,52,113,163
